id	texto	clase
4621	"@user @user Q andai poniendo monitos weones ...
Escribe chuchetumare..."	
5967	Puchas, me da pena esa pobre mujer. https://t.co/o3JUMUKe5z	
12028	A la cresta con las feminazis. https://t.co/WQQVp09vCZ	
2301	@user Espero que aquellos peruanos que están en Chile y que votaron por Castillo, tomen todas sus pilchas y se regresen a su país  que ahora estarán LA RAJA!! con la bosta que eligieron...	
12988	recien conocí a un pibe y cuando supo q soy vegetariana me dijo no me digas q sos lesbiana también jjdkskak asies bro	
11023	@user Mapuche culiao hipocrita.	
3149	Aquí asumiendo que nunca voy a ver al Ricky Martin perreando a lo maldito con otro hueón en uno de sus videos, en fin	
13380	CNN suspende a Chris Cuomo por ayudar a su hermano Andrew en el escándalo de acoso sexual  https://t.co/QmxfWdD3fB @user @user @user @user @user @user @user @user @user https://t.co/em09v8HIg5	
6499	💥✊➡️ Si eres profesional y trabajas con adolescentes cis/trans lesbianas y/o bisexuales, tenemos grupos de apoyo y encuentro, instancias necesarias para los tiempos difíciles que estamos viviendo. Puedes inscribirte en el siguiente link:  https://t.co/HgMDhir5dF https://t.co/Jn7cLw8RvR	
6464	@user Que chistoso, weones que ni leen la noticia, reclaman por los extranjeros y ni siquiera es en Chile. También saltaron todos los weones cagados, que les hablan de propina y se desmayan. Por eso estamos así del mal como país.	
1805	@user @user La cocina larga para aumentar 77 40 y 30 lucas al ife payasos #Retiro100xCiento	
11999	Suman y siguen los delitos de estas lacras que nos manda la ONU  #NoEsInmigracionEsINVASION  De DELINCUENTES!!!!!  Hassler  Pucón https://t.co/Gpjsz055PW	
6549	@user ya empezamos con los primeros problemas por las compras del Cyber... ya no llegará HOY la compra que hice y que me aseguraron y se comprometieron a cumplir... NEFASTOS!!!!	
2902	Que manera de hacer tiempo los Bolivianos. #LaRoja	
519	¡Los mapuches son el peor escándalo de Chile! ¿Cómo los dejan vivir tranquilamente, como si nada pasara? ¡Hace falta una buena limpieza para sacarlos de nuestro lindo país! 	
3875	"Con el fracaso de Oliva que más encima no superó el 12% del padrón electoral a Jadue se les está desmoronando su reinado y su ego !
“Derrota con olor a triunfo” según ellos.......nooooo!! 
Comunistas fantoches! 

#VotoKastEnPrimarias🇨🇱 

#FueraComunistasDeChile"	
11404	#Temuco #Curacautín #Cañete como pueden aguantar estos tongo de algunos #Mapuches #comunistas y asesinos #extremistas que se burlen de sus pueblos! https://t.co/tFzkM4G1rE	
11253	HIJOS DE PUTA LADRONES DESCARADOS PERUANOS DE MIERDA COMEPALOMAS BASURAS	
14936	@user porque a su periodista le encanta criminalizar a los extranjeros??	
6521	Y por último llevare esta discografía de Luis Miguel de regalo al trío de nefastos para que la escuchen y se den cuenta que ese seudo imitador del chuletin NO TIENE NADA QUE VER CON EL ORIGINAL. #YoSoyCHV https://t.co/G0W3G8JXnK	
8867	@user Que bueno que muestres lo inhumano que eres, basura y la ctm	
1916	Literal, como el pico. https://t.co/9b3rgSvSnc	
170	Los bisexuales merecen el mismo respeto y aceptación que reciben los miembros de la comunidad LGBT. Esto significa el respeto por los matrimonios entre personas de distinto sexo, el respeto por la diversidad de experiencias de amor y afecto, y el reconocimiento de que la orientación sexual no es una elección.	
12017	@user Porque no amamantas y no eres menstruante jajjajajajaja	
4444	@user @user @user @user @user Renovación de no cachar nada jajaja	
13012	“La culpa no es del Arco ni la flecha; la culpa es del Indio”. Lo único que logrará esta iniciativa es dejarnos indefensos ante una delincuencia y terrorismos desatados, quienes NUNCA entregarán sus armas!! https://t.co/YYP5t9OTbn	
12942	@user Veamos quién es más bruto, peruanos o chilenos, o ambos. Tengo cero confianza en el sentido común del pueblo chileno, se transformó en una población vengativa, rencorosa, envidiosa y lo peor, antipatriota y no ve peligro en el comunismo  Inmigrantes y chinos se adueñaran de Chile.	
10671	@user Es un invento más de estos comunistas.....uno los escucha y es la misma verborrea mentirosa y sin sustancia, igual que Cariola,  Vallejos.....son un peligro vivo. Solo quieren apoderarse de dinero ajeno, así funcionan.	
4994	@user @user @user Ojo cayó temporalmente por la cobardía de @user y la Derecha @user @user @user Creen que haciéndole la pata a izmierda, se protegerán y los zurdos de paso, votarían por ellos 💩	
8669	@user Te recomiendo que vivas con Sueldo básico en Venezuela.. es mejor que leer cuanto libro quieras.. ese es el.gran problema con los progres comunistas. Piensan que todo es como en el libro.... #Imbeciles	
7049	Los periodistas quieren mostrar que la responsabilidad es de la oficial de la @user que estaba sin chaleco antibalas, no del delincuente que le disparó y la asesinó.	
2637	@user Argentinos siempre agrandando a los suyos!	
13089	270 EL SMIRNOFF LA PUTA Q TE PARIO	
9500	@user que mierda canal 13 por la xuxa, es un delincuente, quizas cuantas veces lo asaltaron los mismo u otros de la misma calaña, a la xuxa son ellos o nosotros	
1825	@user @user @user Que se vayan en filita por tierra a su país, con tan próspero gobierno que les espera, no entiendo la gente no se informa.... Y que hacen aquí estos peruanos puro aprovechándose.... Si votaron por Castillo, vayanse ya	
3429	@user Tu con cara de huevas, crees que todos los zurdos somos comunistas, porque eres un. Iletteado, yo soy socialista y jamás me he leído el manifiesto comunista ni Karina tampoco, tanto terror con los comunista una  paranoia de la guerra fría, Allende era Socialista, instruirse	
11428	@user @user @user no mas mapuches asquerosos terroristas narco en las calles, sino chilenos de ascendencia mapuche	
5992	#Chismes : Jorge Zabaleta asegura que: “Al chileno medio no le gusta la mujer que le vaya bien” https://t.co/dxZaXiIVM6 https://t.co/NGmUF6vpAL	
1317	@user preparémonos para la llegada de miles de peruanos... otra ola de inmigrantes masiva.	
9606	"@user Buen trabajo en su gestión alcalde @user.
Ahora se viene la noche y el caos para Santiago. Serà un dejar ser y actuar para delincuentes y montoneros."	
12989	@user Basta de inmigrantes que vienen a robar y hacer crímenes, espero que por un chile justo y digno para los chilenos y aquellos que vienen a trabajar halla más Justicia!!!	
13880	Javiera reyes … alcalde lo espejo habla peor que una mujer privada de libertad. con ese nivel de politicos. Que pena por Chile. #enacional #RechazoEl4deSeptiembre Rechazo. #RechazoTransversal	
10203	A mi me sorprende cómo una izquierda infantilizada se victimiza, cierta gente se suma viendo faltas dónde no la hay, pudores dónde no los hay y mmoralinas rascas.. No me molesta q'Oliva se victimice.. solo demuestra q'será desastre pestilente https://t.co/F6uKrFLnXW	
13705	@user Señora ministra verdad que eso no es verdad?? Esta mujer solo quería darle aceite para el sol ,pero se equivocó, que manera de pregudicar a la mujer, yo lo poco que tengo si me lo e ganado, cuantas de ese ministerio pueden decirlo?? O tienen que depender de los honb	
8567	Esto empezó en Octubre, quieren desbordar la institucionalidad como a de lugar son comunistas con disfraz de independientes, mismo discurso de los sediciosos vándalos incendiarios q llamaron a renuncia de Piñera. https://t.co/qlqd0iUb1Q	
3334	@user @user @user @user Jajaja yo feliz con ver  a todos estos zurdos con cara de 🤡🤡🤡 chaooo jadueee	
14724	@user Las vendedoras ambulantes colombianas y las típica Haitiana flaca con todo bien puesto le ponen gotas de belleza a ese océano de fealdad del barrio Meiggs.	
15233	mujer callada es mujer cansada?	
14510	callate un rato ya	
6908	@user por favor no le den pelota  a los de colegio médico, son unos ignorantes , además los chilenos hemos estado muy contentos con las políticas del Minsal! Somos de los paises que mejor han llevado la pandemia!	
12778	@user Es casi como cuando las mujeres se visten sexis provocando a los pobres violadores. 🤔	
9675	son ASESINOS DELINCUENTES Y TERRORISTAS https://t.co/5VJST7ezJh	
4945	@user Como se le nota lo zurdo a este cola, te recuerdo que quedó fuera por la paridad no por falta de votos, Dios mío pero para que te explico si se trata de números es como si fuera chino mandarin pa un zurdito incel como tu.	
10159	@user @user @user @user Jamás estaría de acuerdo con las tomas ni los robos. Pero meter a todos los inmigrantes en el mismo saco que esos sujetos, eso es xenofobia...	
5962	@user Ufff. Jamás nunca podría estar con una mujer como tú. Yo soy maniático del orden	
13828	Que lindas ganas de mandarlos a todos a la mierda en tu año nuevo peruano	
10052	@user Súper valida tu opinión sobre el candidato. En los debates se contraponen ideas y en la interpelación no cabe la violencia. Eso es lo que he visto. Pero como feminista ¿Enserio no van a dar cara por apoyar y hacer campaña a candidatos ELECTOS maltratadores de mujeres?	
10757	@user Que derechos tiene este venezolano qlo anda a luchar a tu caga de país conta maduro o te faltan pantalones veneco ctm	
7214	@user @user Porqué los Zurdos Cantinflean??	
14175	@user Es peruanita??	
2053	"@user @user Tenis menos futbol que catalogo de avon wn. 
Defendiendo a maripan y diciendo que jugó un buen partido csm🤦🏻‍♂️🤦🏻‍♂️
Y mas respeto con los conos, que bloquean mas que ese malo qliao"	
5055	Cállate Américo no era necesario #YoSoyCHV	
1417	liberando a todos los presos de la revuelta y mapuche; la aplicación de justicia y verdad ante las violaciones sistemáticas a los Derechos Humanos; el inicio de un proceso de reparación respecto a esos abusos, poniendo énfasis en la violencia política sexual,	
12911	@user @user @user Y porque son una minoría no le reconoceras su identidad? Fascista de mierd*? 🙃	
3412	"@user Servicio jesuita...?
Defiendan a personas de bien. No más intervención ni desacreditación del poder judicial este es un estado en el cual se aplica la pena correspondiente extranjeros  que incurren en actos ilícitos.. 
Esto es chile por y para los chilenos 🇨🇱"	
4377	"Gissella Gallardo subiendo una historia con el labial de la Cote López y ésta compartiéndola en las suyas.
Y ustedes cada vez que se cruza Pinilla y Jiménez en algún programa/partido, salen con la weá del Rey León.
¿SE DAN CUENTA QUE SON AWEONAOS?"	
433	¡Las lesbianas son un reflejo del peor aspecto de nuestra cultura! Están socavando los valores tradicionales de ética y responsabilidad. Son una amenaza para la seguridad y moral de la comunidad. ¡Que nos libren de esos abominables homosexualles! ¡Que sean eliminados para siempre!	
14312	Una película de los años cincuenta, norteamericana, en blanco y negro, con un actor feísimo, bajito, que tenía toda la cara de sombras, y se queda flipao con un cuadro de una tía guapísima que está en un escaparate. Esa peli me apetecería verla otra vez... Pero por no buscarla...	
3619	@user @user @user @user So ignorante, el sebo es una grasita que segregan las glándulas que tienen las personas y algunos animales y que sirve para lubricar y proteger la piel y mantenerla blanda. Nada tiene que ver con suciedad o no bañarse. Materia de 5to basico. Educate por fa!	
4310	obvio que no da ni un indicio del nombre esta persona porque que plancha ser tan aweonao la verdad https://t.co/5eE62C3Zez	
5470	Los ctm llorones wn, que paja #VamosChile	
13104	Me sentí como cuando una vez me preguntaron que porqué seguía a Ev y fue así de la sigo porque se me da la puta gana.	
6014	"Anda circulando un video en el q una mujer ""pilla"" a su pareja siendo infiel con otra mujer , saca de la casa desnuda a esta, sin siquiera permitir q se vista, la humilla y la patea en el suelo.... Oye pq no te enojas con el wn penca q te cago? Que violencia, pena 😭"	
12668	@user AMIGA FUE LA MEJOR PUTA NOCHE DE MI VIDA NO LO PUEDO CREER	
1909	"Me hubiese gustado ver a karina oliva en un live con algun joven artista, cientifico, emprendedor, escritor, deportista, etc. en vez de hablar con es tal naya...😒
Se me cayó un poco, yo cacho q el domingo voto nulo o su sendo pico no mas. Ambos no me convencen
#LaBatallaFinalMV"	
12908	No es xenofobia ni racismo es sentido común . Los extranjeros nos están pasando por encima y su violencia cada día está más desenfocada. No todos son así. Y aquí ya el lumpen nacional es mucho para mas encima seguir apadrinando mierdas . https://t.co/m4iSHSKeiJ	
1142	Tal cual. Le vendieron opio a los ignorantes https://t.co/Lorlq7EIg5	
13470	DEBIDO A LA GRAN CESANTÍA DE LA POBLACIÓN CHILENA;    ES HORA DE PENSAR EN LA EXPULSIÓN MASIVA DE INMIGRANTES EXTRANJEROS ILEGALES Y LEGALES,    PARA LIBERAR PUESTOS LABORALES PARA LOS CHILENOS;    PRIMERO LOS CHILENOS SIEMPRE	
8742	Gooooooollllllllllll Conchetumadre grande Pulgar !!!!!! #VamosChile 🇨🇱🇨🇱🇨🇱🇨🇱👏🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱	
6318	El Payaso patético, ahora desde Colina.	
12777	@user Yo cacho que sus parientes se van a declarar todos mapuches y van a pedir la mitad de Chile y el resto será Santiago para el resto de las comunidades.	
13290	se cagan a tiros dia por medio, los pibitos en los colegios de suicidan por el acoso q sufren y vienen a romper las pelotas por una palabra q nosotros usamos acá kahdksjd https://t.co/HuXEwFEjq7	
13816	@user Dios mío, que puto dolor JAAJAJAJA. Piensa que al menos puedes seguir ahorrando para Broly y Gogeta para a finales de mes (?) Te valdrá la pena 💓	
12425	@user ¿Como es posible, que los políticos nos vean las pelotas a todos los chilenos? Los csm fueron eligidos por los chilenos, no por inmigrantes. @user, @user Los chilenos no queremos más inmigración. Paren la weá!!! 😡	
6305	@user @user @user @user @user @user @user @user jajaja me encantaría volver a leer este tweet en 3 años cuando veas en lo que esté payaso va a convertir a tu país.	
1442	@user @user @user Como bien dices, es un yanacona. Y la prueba es que no reacciona para apoyar la lucha de los mapuche, eso jamás lo ha hecho, si no para atacar a un canal que pone en primera línea a los asesinados por el Estado. Emilio fue, es y siempre será un deleznable yanacona. Saludos porkoz	
2962	"No rompan la cadena 👿☠️

Altura: 1.66
Signo: para que?
Tatuajes: Nah
Color favorito: Negro https://t.co/koH17LG7Aq"	
6071	@user @user @user Deberían sancionarla con todas las de la ley, pero jamás jamás llamar a la violencia contra la mujer. En un país con las cifras de femicidios que tenemos, es grave decir este tipo de comentarios. Casi tan grave como las pelotudeces que habla la tipa esta.	
11469	@user Weon los chilenos no queremos hacer una nueva Constitución, no queremos cambiar la Constitución. De Ricardo Lagos, deja de mentir y sale del closet, acepta que eres gay.	
13651	@user Renuncia mechero ql y andate a vivir a Marte con el maraco Jackson y tú papi Tellier,nosotros queremos vivir en paz,hdp   #IzquierdaMiserableYTerrorista   #GobiernoCriminalCorruptoyMentiroso   #renunciamerluzo	
1081	"@user Mira por dónde!! Los mismos sinvergüenza que hablaban de que Chile se convertiría en Chilezuela si Piñufla no salia presidente. Y qué pasó? Me perdí de algo? Porque no estamos mucho mejor que Venezuela.
Viven de meter miedo a la gente que deciden mantener ignorante"	
9396	@user SE TIRARON CUICOS CULIAOS TAN VIOOOOS	
9610	@user Se les acabó la fiesta, DelinCuentes!	
6805	Linda en papel la propuesta del #colmed, pero de donde van a sacar gente para una fiscalización real? Plata para todos y de verdad sin trámites ni restricciones y que alcance para las 3 semanas? El cierre REAL de fronteras me parece PERFECTO previo aviso no entra nadie más.	
14803	@user Y Matías Pérez que?	
4231	Mamenlo malditas putas	
4667	#Chile en cuarentena, pero hay elecciones el domingo. Entre el día de la Madre y las elecciones. Quedo la cagada. Pero siguen los weones sin vacunarse y los que nos vacunamos, somos los que respetamos las restricciones. Los demás.. siguen de fiesta. #YoMeVacuno #COVID19	
74	Otro de los aspectos a destacar de la cultura venezolana son sus raíces indígenas y españolas, que se mezclan orgullosamente. Esto es difícil de encontrar en otros países en el mundo hoy en día. Estas culturas únicas han permitido a los venezolanos desarrollar herramientas de economía, crear industrias, y apoyar diversas formas de agricultura y ganadería.	
10461	"@user Las lacras, zánganos y criminales. 
Quienes viven realmente del Estado? 
Quienes reciben pensión digna, pero defraudan a arcas estatales? 
#patriotasDeCarton 
Línea 5
https://t.co/29emzVywd7"	
10984	HDP estos maricones estos mapuche https://t.co/EDzdHAC3c2	
1180	"@user En EEUU funciona horrible. Los abogados son expertos en manipular grupos de ignorantes. Los juicios se mueven de un distritos a otro donde la población tiende a simpatizar más con el acusado. La mayoría de los jurados sólo quieren salir rápido.

pero a Lavín le gusta Hollywood"	
5310	"@user @user Este es el resultado de haber votado por comunistas disfrazados de ""independientes"", el gran engaño de estos CDR!!!"	
1063	@user Es ignorante y .	
12304	@user Y las abuelas locas por hacerse con un abanico 🤣🤣	
6045	@user Hasta donde conocemos en Chile la cosa es entre primos, pero llegar a casarse entre hermanos es más sórdido que la cresta. Por ejemplo esta mujer está muestrando un cigoto entre primos hermanos del mismo sexo. https://t.co/JrArHei2WU	
7955	@user En el resto del mundo hay menos ignorantes.	
8078	@user En la película entendemos porque en el anime Onda está desmotivada, porque su antiguo entrenador le insistió jugar con las mujeres y porque comprende tan bien al ojeras. En el anime vemos q Onda motivada nuevamente y espero en los últimos capítulos ver a una como la película.	
13257	ni las dos juntas pueden igualar a lo puta q soy bbs	
10512	La misma clase politica que ha derrumbado al pais tiene la obligacion de reparar la cagada que ha hecho @user @user Lista del Pueblo ..delincuentes con alas.... https://t.co/o4oVNVj2yU	
9434	Ahora media hora de celebración los culiaos?	
14487	@user @user @user @user @user @user @user @user @user &lt;3 Mujer. Mexicana. Maravillosa. Austronata!	
14122	Lastima ver un video hetero sobre una cancion de amor escrita y cantada por un gay...#hastacuando!	
3250	"@user siiiii pal pico, yo dsps soy como el audio que dice ""estoy cansado, me duelen las rodillas, tengo hambre"" lsjfbjsks no podría"	
15042	Estás cifras me tienen devastada... Estoy mamada de esta puta enfermedad, estoy mamada de la inconsciencia de las personas, de la falta de empatía, de que no puedan ponerse un triple hp tapabocas como es... Es que en serio no se les pide mucho y ni eso son capaces de hacer. https://t.co/JlQfo073gx	
2013	Con estos pantalones se me ve tremendo poto! Y lo mejor es que primera vez que no me acomplejé tratando de taparlo (como casi toda mi vida)	
12029	@user @user @user estás en la cámara de industriales ,decirme cuántos de los que conoces tiene ganas de volver a invertir en una empresa,25 años que arreglo ascensores y montacargas,labure en 1000 empresas con montacargas,es imposible la inversión cuando no hay políticas industriales a largo plazo	
7563	"[DUDA MÉDICA]

acabo de cachar que mi hora para tomarme exámenes médicos es el mismo día que me toca ponerme la segunda dosis, ¿puedo hacer ambas cosas el mismo día?"	
10569	@user Hajajajajaj prefiero ser facho pobre que zurdo ladron. Estos wns quieren todo regalado y sin trabajarle un día a nadie. Zurdos qls vienen a descartarse.	
10768	Anda a reclamar a tu país, veneco CTM!!! Barza qliao!!! https://t.co/d7yXrxcyCG	
4080	"@user @user Ningunear a mujeres con gran mayoría de eleccion... """"""""""""DEFECTO"""""""""""""""""	
9360	"¡Partido culiao maaalo!

¡PERO EN MEDIA HORA SE VA DUDAMEL CTM🙄! 🎉🎉"	
1301	#labatallafinalmv #yosoychv el.chileno no sale a buscar pega, esta feliz con los bonos mientras el comercio está  lleno de inmigrantes https://t.co/3A7LizLOwA	
4974	@user Y menos sabiendo son todos Zurdos Burgueses 👎	
4693	@user Son weones derechamente	
8680	@user Además de comunistas, weones ignorantes incapaces de evaluar Tecnico económicamente proyectos. https://t.co/8QV57YsxiQ	
3799	@user Han venido como 20 weones preguntando si es la Pfizer jajajaj	
6202	@user @user Hola por ahora no. Solo segundas dosis y mujeres embarazadas.	
8657	@user Y qué más se les puede pedir a los comunistas???	
2208	"Los ciudadanos del #Peru votando en todas las embajadas del mundo como corresponde 

Cuando recuperaremos ese derecho los Venezolanos"	
9030	Ver las estadísticas de este partido es puñal al corazón ctm. Que dolorrrr	
6915	"Muchisimos chilenos, hasta el año pasado, ni siquiera sabían de la existencia del Registro Social de Hogares.

Yo me enteré el año pasado, cuando me mudé a Talca, allá parece que TODO el mundo está inscrito y fue que si lo primero que me dijeron que hiciera cuando llegué."	
14906	Eee ya cállate mamón	
14565	@user El cara de weco...	
3252	La @user se está haciendo pico a Paris en #enacional. Un ministro que no reconoce errores del manejo de la pandemia como el permiso de vacaciones o el pase de movilidad.	
2234	No ganó Orrego, perdió Oliva solita, hizo una pésima campaña para la 2da vuelta, llena de errores weones... con esto queda claro que el próximo presidente de Chile no será Jadue... será Provoste	
13722	Jordi Wild porque cada vez que abre la boca es para soltar alguna gilipollez de las salvajes	
4827	Igual es indignante ver cientos de weones en los comandos sin respetar la distancia social y uno no puede invitar 5 personas a su casa. Políticos culiaos cuanto los detesto.	
6784	Vidal qlo con raja wn! Le pegaste como el pico, pero menos mal fue gol! #PartyChilensisFtLaRoja	
11027	1,2Y3 DE JUNIO RETIRO DE EMAUS MUJER...PARROQUIA JESUS MAESTRO. https://t.co/QjaCUUYTnZ	
7150	"""LO QUE MAS INDIGNA"" oye el weon payaso. https://t.co/59A7TkNwW3"	
9950	"@user @user El clasismo como ""argumento""  es bien malo, estas igual que los fachos"	
8500	@user @user Lo mas tonto de todo es que lo unico que piensas es que soy comunacho 😂 lo cual no es cierto, tanto derecha e izquierda son el asco, pero allá ustedes, si creen en una derecha fascista esta bien, se nota lo arribista que eres. Preparate para noviembre a buscar otro continente.	
6589	"En @user tanto @user y @user dando cátedra en contra la trata de personas, pero, cuando el fin de semana el gobierno quiso expulsar del país a quienes estaban involucrados en estos delitos, pusieron el grito en el cielo. 
Hipócritas!"	
13383	@user @user @user @user @user @user @user @user @user @user @user @user @user Los chilenos tienen 3cm enano mapuche, un peruano es dueño de Chile🤣	
11139	@user Cállate Mapuche de mierda Huilca@user sinverguenza y aprovechador 🐖🐖	
12624	@user Exacto, es que es una feminazi prepotente que se cree juez y se permite condenar falsamente lo que varios juez no han hecho. Como dijo Canales, esta tía se esta cargando el programa con el beneplácito de la dirección y del rojo de JJ	
4161	"Quiero bajar a la playa a tomarme un café sentada en la arena
Maldita cuarentena, maldito covid"	
8353	@user Le hable tanto....pero solo soy la hermana mayor que hincha las pelotas	
2139	Chata de la canción Todo de ti de Raw Alejandro weon la ponen en todo, basta por la rechucha 😤	
10047	"Crees que la nueva Constitución será Feminista?
Deja tu opinión....

#feminismo #nuevaconstitución #constituyentes https://t.co/fz9MyTSHoX"	
9007	Vidal hizo falta C L A R A M E N T E, pero no el culiao se anduvo paseando como si nada po weon, y ahí quedamos dando la cacha, todo nos pesa ¡CTM!	
8335	Todas las pelotas a ellos https://t.co/0Oj3LmSHxS	
5059	ESCUCHEN a Carmen Freí y vean lo que se ufana con el triunfo DC y grandes planes a futuro ENTIENDAN CHILENOS DE 1 DERECHA DIVIDIDA EN 22% FIELES A SER DE TRABAJO PROGRESO PATRIA ETC Y 34% CHUECOS CON PIÑERA A LA CABEZA https://t.co/ClHOSa1Kwp	
10099	@user Cómo no le da vergüenza, quería meter patriarcado y primera línea en una oración y lo que logró es demostrar que no sabe nada, una ignorante más del zurderío y van... mamita qué nos espera...	
2987	@user Ambos pulmones deberían verse negros por el aire en su interior, ya que éste no absorbe la radiación. Al verse blancos significa que no hay O2 y están saturando mal 😰. Me imagino que logran ver más cosas, pero eso en general 😅	
6929	@user @user En muchos, Chile entre ellos y han miles de chilenos que han ingresado a países de manera irregular y luego se han nacionalizado. En Europa muchos países lo hacen y si necesitan atención médica se las dan independiente de su situación migratoria	
10412	"@user @user Tal cual... lo q más duele es q todavía hay muuuuchos q les creen las ""palabritas bonitas"" e imposibles d los comunistas... son masoquistas y dsps le echarán como siempre la culpa al otro..."	
14053	@user @user Lleno de extranjeros que el gobierno deja pasar por la frontera   .....llevenlos a sus paises	
13960	@user eres una de las mejores cosas que me ha pasado, tkm maricona&lt;3	
14708	@user No queremos mas extranjeros en chile la plaga venezolana y haitiana nos tiene hartos	
10214	@user Quedarán como acá en Valparaiso, cada vez menos locales, mas ambulantes y los 🐶 callejeros los seres de luz (Haitianos) los convertiran en 🍡🤢 y peor los verás a los seres de luz hacer 💩 en la calle a pleno día 😥🤢🤮🤮 😭😭	
2030	"@user Que hay un video de Nelson Mauri con ""su talento"" de servirse un trago con el vaso entre los cachetes del poto jajajja"	
6309	@user Defender, proteger y luchar por la libertad es lo que se necesita. No un payaso y un titere del gobierno como tu, payaso.	
11347	MONIKA ERTL LA MUJER QUE VENGO AL CHE GUEVARA.MUJER VALIENTE QUE ARRIESGANDO SU VIDA DIO MUERTE AL ASESINO DEL CHE en �Guilas, Murcia, Spain https://t.co/S8HePIrPlE	
5285	@user Satanizaron a los comunistas,,,, y los únicos que vienen del infierno son los que han gobernado desde el 90 que se acomodaron, robaron, ajustaron el sistema para su interés.	
252	En conclusión, hay muchas razones por las cuales las prostitutas deben ser respetadas y apoyadas. Estas mujeres tienen los mismos derechos que cualquier otra persona, y su trabajo contribuye a mejorar la economía local, reducir la violencia sexual y proporcionar ingresos a sus familias. Por estas razones, y muchas otras, es importante apoyar y respetar el trabajo de las prostitutas.	
3450	@user @user Jajajajajakaajaksk ctm 🤡🤡🤡🤡	
2077	@user Jajaja Pinto qliao...jajajaj	
3374	"No puedo creer que Carmen Frei diga que “la gente a vuelto a confiar en su partido”.
Esta vieja se habrá dado cuenta que el 81% de los chilenos NO FUE A VOTAR?
Sigo preguntado, porque nadie habla de eso weon? 🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️

#FelizLunes"	
12298	@user Felicitaciones negrito	
7407	"@user Ajajajja re porfia la mujer 
#ReyMirBuscanLaFelicidad"	
5511	Pero tonto ctm como poni la mano ahí	
12837	@user @user Pero muere un delincuente mapuche y saltan todos	
2483	@user CTM ayer lo dije 20 veces!!!!! Wn lo asegure, dije q la barrera estaba muy atrás q era una wea imposible!!! Mira el venezolano CTM hdp	
14152	No hay mina más segunda que la negra @user   Kar, tomate un remis y veni a comer y a tomar un vino.  Kar: oki.   Dios te haga eterna morochia 😍	
9274	MAPA CULIAO PENCA XDD	
5099	"Rostros de TV chilenos que me dan tirrria 

-Amaro Gómez Pablos
-(Tio) Emilio Sutherland 
-Pancho Saavedra"	
14611	@user Mmmm qué delicia de mujer quiero	
13857	@user @user @user te damos pena, hijo d puta?	
4905	@user Con lo yeta que es este weon, capaz que vuelva con la variante delta del covid...  🤬	
1714	Ustedes que todo lo saben (y si no, lo inventan): ¿Han visto talleres de literatura latinoamericana, de literatura de mujeres o similar? 🤔	
8951	"De que pudo ser mejor, SI. Hay jovenes que vienen jugando más que los que nominó, pero vamos no más!

VAMOS CHILE CTM 🇨🇱 https://t.co/pughwY6Mdv"	
10971	lavate🚿 la zorra🦊 la sopaipa🐸 con jabon🧼 maraca📢 ctm‼perra🐕 maraca🥺 te gusta😍 q te saquen🙏 caca💩del hoyo⛳	
13818	@user @user Claro que sí hombre. Y el empoderamiento de la mujer ya para otras cuestiones. No generalices en temas tan personales. Pero si has soltado el comentario anterior sobre una persona que posiblemente lo vaya a pasar mal económicamente que se puede esperar🤷🤷	
4026	@user @user Como que no cecilia tendría en su gabinete a pamela jiles ministra de defenza, camila vallejos vocera de gobierno, Carol cariola ministra de justicia, florcita motuda ministro de cultura, yasna provoste, ministra de la mujer. Sería un gabinete del terror.	
11672	Faltan 4 minutos para que solamente falten 6 horas para que mi calzón negro surta efecto.     — #Feliz2019	
8656	@user @user @user @user Que hacer y que decisiones tomar si alguien (de cualquier sector político) quiere hacerlo (eso incluye a los comunistas).	
4460	@user Callate C. T. M, ... Como dice el guaton de los atletas 😂😂😂😂😂	
14345	La cama de dos plazas al pedo si mi perra duerme literalmente arriba mío 👎🏽	
3672	@user Que hermosa que exitante mujer mmmmmmm y ese rico culito ufffffffff te lameria ese hoyito	
3551	@user Con esto sería razonable que quien ocupe una posición para liderar en las comunidades pase por un proceso de evaluación psicológica, tal cual como cuando postulas a un trabajo, si no tal como ocurrió a en estas meta elecciones aparecen casos como el de este CTM	
10570	"@user Esto es muy importante, basta de mantener a estos zánganos corruptos!!
#contigoendirectochv https://t.co/S9XhYBQjyz"	
8613	Si los 34 constituyentes comunistas de la Lista del Pueblo quieren dedicarse a defender a los orcos terroristas, que lo hagan, pero no desde dentro de la CC: esa no es su función. Esos tipos deben ser destituidos ahora mismo de su cargo...	
6237	Defiendan a las mujeres que protegen el agua - Amnistía Internacional Chile Amnistía Internacional Chile https://t.co/E8NgsLkLhZ #amnistia	
3070	@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Lindo lunes!!! Hoy salió el sol por estos lados, espero que tb sea de manera interna 💕💕💕 https://t.co/oycvw1ZxJj	
6236	@user @user @user @user @user @user @user @user @user @user @user Rosario, también hay muchas mujeres que maltratan a sus parejas. Lo he visto. La violencia es transversal al género.	
8373	"@user @user Ahhh los weones chantas
#Vomistar"	
14679	Puta madre, dios me dio los dedos todos gordos para vivirmela pasando vergüenzas dando favs por accidente	
